,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2,0.9341361023782744,0.0314101032296719,0.9540565244826162,0.8533873364185985,0.6421597654645281,0.6811844282734841,0.3171977203709216,0.8752586492257234,0.5384156481896,0.8675113261037845,0.8133086138445641,0.2156238095486494,0.5520623761438371,0.4983780134574522,0.7396561066717461,0.3079142402621709,0.2339959889006608,0.6021659803427502,0.2442096685640928,0.3130711546811991
3,0.7570384010450522,0.9189637493493394,0.4754587873929119,0.8376860918849494,0.1496445112584448,0.8190320451738211,0.6119960771269514,0.6443475752575482,0.9384436225941936,0.4104444389546006,0.561513449931466,0.4992305018758145,0.8564368122654824,0.0546187738713677,0.326310488591843,0.4618252891557322,0.954783314680248,0.3618731953575265,0.1459520906828517,0.873029248944363
4,0.263454865428505,0.8162825701475874,0.3367069101054495,0.5879965111710725,0.2858710931156775,0.6199423848917528,0.0180266408967824,0.5488446356803423,0.1214709129215153,0.1942994033881038,0.149844081034732,0.848865583423898,0.5318397167973913,0.6633843437098883,0.0848837352196427,0.1203120733054391,0.4632141908263697,0.4378893282061584,0.5423761737282482,0.6684471908103284
0,0.3761013558321371,0.8965896767032822,0.500994749838958,0.3814157008244393,0.4477304737534651,0.0484717538705817,0.094234949465211,0.9868895989992108,0.5823520823490101,0.0372298589499967,0.130305796271419,0.7661529839830151,0.153783432199054,0.1991402131331476,0.3303175767394672,0.9696566391533,0.1109976888158356,0.0334735085894003,0.1172769621446637,0.2139380097583101
1,0.4981924273241103,0.5654999245049347,0.1523935705940883,0.28423225608982,0.5570416163092664,0.4170945621013804,0.6634652258407236,0.1581880416045146,0.039182149836029,0.5434424058283446,0.5212102738113464,0.99348146349248,0.580358550947404,0.7657571843839385,0.9312638809606996,0.3368406548093078,0.2712302147117796,0.5097975340373386,0.8770484476450304,0.3109510376242036
2,0.635283858528871,0.2475118591821158,0.1799862714052216,0.4682307278008674,0.9117988168842972,0.764209184873048,0.9414125645626396,0.8083697481962028,0.5780237696694022,0.1812674489148735,0.0647882725036257,0.924226259547408,0.0707438402555509,0.7045750112959754,0.948127217802303,0.9714518998942214,0.3608609004121895,0.0743936115311425,0.3869490978406901,0.3964528082586528
3,0.6474969622823611,0.0724122619847003,0.6814033789179597,0.9771886139272962,0.6909530098702469,0.8293465033900734,0.2369153927864139,0.4069377813266879,0.898233985786227,0.5135748213326408,0.5324725524650226,0.7903119731466789,0.082291998825691,0.8508208979364613,0.08802544110063,0.2892176709821769,0.822774993578852,0.5159334545823713,0.9628267209870766,0.0269515323366322
4,0.1707915593280417,0.5868995435459663,0.0298337355326369,0.92192270004039,0.0907266597345686,0.5927457560343808,0.972429238002849,0.7747604230976926,0.2937995607107202,0.9569491000630076,0.8117399389362686,0.5255620928063772,0.4547881428045547,0.8488117117792991,0.0952140633051328,0.4153109508543925,0.0264961307998248,0.5133416272002399,0.8303889161870508,0.93114474390249
0,0.901381384489227,0.7909438089282793,0.5966031563343188,0.3547208485408866,0.3570016003373112,0.3213250849754429,0.7383982036983279,0.7778847226476526,0.7756233623158909,0.7178166705957928,0.7881982261001286,0.9622141734634174,0.394465280177636,0.8789220036417789,0.0842059292244687,0.6809412549435468,0.9928973285511736,0.2674549930485458,0.2124031838373282,0.5721502735317731
1,0.7638227991824795,0.5372809037172824,0.7088042362916818,0.9752685500281912,0.0537771128333272,0.9577397691597084,0.3891371094398826,0.6898287099348738,0.5108852575965445,0.737444918174949,0.0976781163385209,0.2429055795933634,0.0736026802778319,0.4975907858844435,0.7984665743201926,0.7890782517599441,0.9475593173591972,0.6314972107312609,0.0579526646924093,0.0603057018945026
2,0.5718642689640137,0.3862431210850645,0.5674764429184839,0.5092826850326689,0.5525943451115641,0.1738071979483939,0.2290919987445228,0.2579446716516763,0.3134366433113725,0.4183113935924186,0.7500072865719334,0.6047591493816802,0.2348856420891327,0.8323370924450664,0.4212626850994017,0.4557847550724305,0.8938414589624106,0.7264121114538001,0.4583601336443756,0.0487399754060156
3,0.9561683913109984,0.4222741048062688,0.1217132596401047,0.6852078580870943,0.7133695725698419,0.4162447554629831,0.3371509471440854,0.5706927813418965,0.4359383802103945,0.3600981692916468,0.0374366976328032,0.1675450312225761,0.8478796266730341,0.7734564609970822,0.4906277951653256,0.5442319704485885,0.954667818131447,0.5672800112934353,0.5715391292109505,0.5607424365564423
4,0.1218259533958994,0.2374786750726208,0.5539563777738206,0.1736602167779116,0.3544232489122014,0.5320800151328531,0.2713605840781248,0.7660061435457575,0.6070197711479745,0.1973015255908546,0.5263517326642619,0.6765712900064723,0.4735738750432382,0.9532282003696234,0.4131856665881639,0.9572423023495398,0.6425577339067464,0.3514962021132753,0.5472970114664374,0.1774014110362339
0,0.4371137015532443,0.1569408858413463,0.1831484174908301,0.8177851323554917,0.7476323136755818,0.726854508853197,0.944758277106344,0.2874487700365399,0.7926918683952956,0.0800251455960876,0.0798861832265841,0.0678874911396721,0.54349799547384,0.7111584953876777,0.9600301286589044,0.8108067566208851,0.5793950881607853,0.6608108804197347,0.5202947603890586,0.9452500269680332
1,0.2133370865580894,0.5034898794026043,0.8026630492814062,0.4434843726758872,0.7008930873050235,0.1293289705828414,0.0071763301775258,0.027734778185399,0.4276916455850017,0.156925534567197,0.4861378285886804,0.5712783570432278,0.940414111517426,0.9407298955058142,0.9333774298018972,0.4278686115844099,0.6544018342881054,0.4075802402412296,0.1224534791452179,0.1153113024342471
2,0.6256916983880063,0.1846085711456085,0.1206515302599391,0.4109550637472271,0.4082720582174871,0.6867919274912183,0.4801680882188929,0.2869008347129733,0.3201116906124662,0.048814564750542,0.7687252329274414,0.4610143067920924,0.0904511703408885,0.7209375615129192,0.1925006207432353,0.2190770756385868,0.034112896476931,0.8589556278865201,0.8160364023085047,0.5821920756364541
3,0.6420065107407392,0.1755923154705735,0.4768887250152079,0.4510959319719181,0.803490827920162,0.2726133475329099,0.5760366396925023,0.7742685105146389,0.3233125559357318,0.3498504946119188,0.4134654308550484,0.6411112605380463,0.8412100553830514,0.6686611132571967,0.1010312790605232,0.9721353959388824,0.4795811749890536,0.1499815624697248,0.0351499288314609,0.528075197004673
4,0.809129015855118,0.5493741816661107,0.0554045238365374,0.8578024096347506,0.7606875740566486,0.6622571692141072,0.4532887792399102,0.6583293579588476,0.9736146616584688,0.4497712581637161,0.615229331163429,0.4672899100298582,0.1580769547870223,0.3057162448519168,0.7303553716733908,0.412335595717204,0.4691423461189684,0.078734263873508,0.4487408121479751,0.8274869207330491
0,0.7025657075988269,0.0923356677118533,0.2450834529206083,0.9184018818607405,0.695110312732838,0.8869213339995774,0.5886051671114607,0.9509701540481998,0.1680789790805757,0.7831069316157523,0.698836035456658,0.1208567260333676,0.2074322479868209,0.8247887205530644,0.3492116203814119,0.8186063635991061,0.3769405487717107,0.8866435207534104,0.4728256779662398,0.5518577076435921
1,0.1770048555161227,0.6495514753172419,0.4673206835314382,0.4495972099062332,0.458872136924879,0.8155857108157181,0.455132030057812,0.7298115760258881,0.9985283282262558,0.0487242257213769,0.3773911697293,0.7294980584878026,0.7215147068185102,0.5667239089919834,0.338366187517135,0.87723888899012,0.1298244578797439,0.7731550667497674,0.4853848255169445,0.6862940558714582
2,0.6895563807926505,0.4455857627986103,0.0056908909111824,0.1501711895763456,0.5541462497753694,0.4923201655452978,0.1856117888434658,0.0608545551201139,0.4574427184166472,0.847337370368865,0.6030718217753444,0.3465737931960408,0.898463688427182,0.482963207537548,0.4439785209873307,0.4301315416119582,0.7130781095091867,0.3027855682220274,0.0513816869839925,0.203699416933028
3,0.0471880929647411,0.8545959675361845,0.8333676394186291,0.0438777664785218,0.8835049031816071,0.7863019458267585,0.9809157775823522,0.0040297087746434,0.619601208753652,0.5477690717801716,0.1609619836074211,0.545280675689323,0.9316232786251768,0.991854969105204,0.8210990892928189,0.6545919297642641,0.3467103114836687,0.1839481407543002,0.372738639439957,0.7393833032570581
4,0.9360652845266276,0.7258310816144985,0.1842385253113432,0.6773914740248548,0.2427259476417235,0.1254568267661233,0.3562542012617797,0.9373500528853604,0.2157741188887966,0.2127618938702669,0.4830180119465787,0.573161551636198,0.6344872226922281,0.4239241955584272,0.3946326472923842,0.7669665288649764,0.606718926780015,0.5387121851918645,0.8855156771852954,0.6670511570483483
0,0.4602813987044255,0.3085509147024045,0.7358941798147411,0.054059439768309,0.5936421000127308,0.3976786009832925,0.0199217489524774,0.8556734272408868,0.339445363148499,0.8958104669248041,0.8324307593657718,0.5533082220573137,0.617711096669511,0.8415754262938553,0.3360939224465991,0.9519073414777496,0.0509855124484709,0.8561348022144614,0.7739529437132698,0.2953440747428242
1,0.0658507996137872,0.736029494090402,0.7977301593436705,0.6927217123864222,0.1677644635920935,0.8397564083916338,0.9101860556639954,0.6433283200683738,0.3715593472182112,0.6743107486101437,0.4248149520357194,0.2793966462731926,0.0150810776751135,0.7884974781268034,0.1323910470964624,0.7660331528173858,0.7085098152301276,0.7528657050578258,0.4938616150364188,0.5772616664477156
2,0.6713230871499906,0.7472962776291713,0.8923284352936591,0.7329024831531535,0.0656079058611318,0.2623642064752692,0.7124169515124726,0.7643789400964608,0.0174606571088096,0.1319703093395797,0.6494513556767282,0.9021571279934334,0.0341877154152483,0.8409380093100868,0.0985355442955154,0.9578236531102852,0.5662086134036904,0.6559471270123545,0.592732903965344,0.0025964850155943
3,0.4454779890984328,0.5235219838380204,0.9593545317726128,0.3482917894141928,0.7618047467529835,0.301391371282636,0.71223975981198,0.9454621278249584,0.1392414014424994,0.1054774622688565,0.8895011009135932,0.1608280997023663,0.4007741350100897,0.770295435131635,0.8446554617758595,0.772797510172747,0.5842618936374062,0.8073996779008903,0.1774185505055739,0.9260066079467686
4,0.2913993823361779,0.5512484163899786,0.7365416322783028,0.1635621746963592,0.4511494964284184,0.8889377387462668,0.9684654942198184,0.3960898356473824,0.6816788991959069,0.3905416312202692,0.0303944840167295,0.9440772327200532,0.3661386750024317,0.0781878095428947,0.1754815549555951,0.2324892759443813,0.8069639236247445,0.9045926452518674,0.8036286169027608,0.7928514808864792
0,0.1324527039921695,0.1066349594997524,0.6735675633876866,0.5072534129905926,0.1629245316833943,0.1300424667491383,0.9803877212263026,0.6231665758220963,0.074065833897945,0.1115572656248453,0.8646641441272116,0.0936372944187385,0.4469743180481847,0.0225245953295394,0.7133690799930356,0.7078738356977186,0.5635060844268576,0.9822559636900514,0.5624984913986638,0.9686807909262536
1,0.3849382364427459,0.7676037591340263,0.8505283589030188,0.6059976100901991,0.8261716403125922,0.6674877364156006,0.14204546822335,0.0869042220443333,0.9123481445545524,0.8921827161950341,0.4263893359325204,0.7765520162518851,0.4294962441450437,0.6020555292823164,0.2837686733166693,0.1667933915368608,0.3168781783070922,0.6883372532288056,0.1695254133293398,0.9661983776596004
2,0.3186913995164535,0.6757198089403135,0.807188895572174,0.7525175693305356,0.531341787572004,0.7032248108904495,0.5982930176664764,0.9215078483469727,0.5633329183118083,0.1842995334338665,0.667624902438644,0.2700166485331947,0.573440068161408,0.1636693040479688,0.0328515742695213,0.6893145013664166,0.9736839804909522,0.7196096371031628,0.163670172823546,0.7244863338885654
3,0.5385929903821612,0.2912405337145802,0.4071874989475892,0.6132603928999738,0.8514243308071603,0.962085889248278,0.5905123854564924,0.9807003100165752,0.1590223487825856,0.6842645206714918,0.8986325771219401,0.4701127260795845,0.7565927719674911,0.2824083148777907,0.551369438187464,0.7321533684342264,0.4940995426214459,0.792803388861299,0.7944259173248532,0.8376946446827493
4,0.7132714209987683,0.1562103888358015,0.3927999359364178,0.7023481768180954,0.0094004312972938,0.0303036294087513,0.9600664601991564,0.6889369631661186,0.2602522027608192,0.6346083542585651,0.273775224989043,0.2641446891245077,0.6829412281576605,0.9084985510834864,0.4509498225029373,0.2007607365909089,0.9683240132606706,0.2211654103439422,0.8913815362537028,0.3989143990111991
0,0.215189894651581,0.1553517464656685,0.1608481428542788,0.80773643707758,0.3635874445883793,0.8998323533564464,0.1467537893234899,0.0948022299596063,0.7051334608870933,0.8827620542316649,0.7733197144915908,0.687744657067835,0.0167894996498092,0.3407248120093077,0.9841824171540198,0.9854608748806004,0.4120441072181904,0.867894228815596,0.11343219676251,0.3498452703811699
1,0.8955436373659004,0.9551964568754536,0.0899246520235572,0.8275552972468996,0.0890707436169413,0.6428832821999507,0.9960524391565686,0.8790198844792824,0.4218372047923616,0.4121405049637943,0.8585132170719993,0.2170907797536237,0.176157279818883,0.551236441772265,0.83437813647431,0.419535348578738,0.0414314386914523,0.6022583243921639,0.9846278416523276,0.5168992952415895
2,0.4137521344668659,0.6930517942154925,0.7897963029599847,0.929163515820231,0.5361906156597442,0.4397687253990145,0.7734736363278485,0.9820737039870038,0.8769548324923689,0.6331539960424031,0.2790049332695237,0.4833170726722473,0.9082883777050392,0.7561716566060438,0.4621304093706444,0.2898918925415439,0.1452330125560569,0.0768194079915742,0.7978360408802792,0.1975916808022289
3,0.7280006345208285,0.3481559627286754,0.9357868966513616,0.8511625939208394,0.4445725827302237,0.7150799992177622,0.988408251939565,0.2103321650741659,0.7321333453970806,0.8923825308653724,0.2168927123597626,0.3675953230314592,0.8462078521626053,0.2401109528095171,0.4718803871202847,0.3997209906708714,0.7581961610392675,0.6655681591045988,0.9315422182707142,0.4481243789741467
4,0.1349423943216896,0.8759310591478083,0.2735046572204879,0.2075877901243256,0.0806958090081129,0.7173964318670598,0.0339304657440798,0.6468374249438947,0.8887221433812952,0.9227421284008488,0.1765926909647575,0.8613334765924818,0.3894514684140024,0.6952439380485245,0.1299553055120459,0.3641135350342354,0.428224229854663,0.3654416062489491,0.8478184311696535,0.5883190440844198
